id,type,context,text,display_author,source,reference,is_exact,attribution_mode,weight,active,source_url,notes
inspired_071,inspired_service,general,El amor no improvisa descuidadamente: prepara.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_072,inspired_service,general,La ternura también organiza.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_073,inspired_service,general,"Que este trabajo sea suave, limpio y fiel.",Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_074,inspired_service,general,Una obra parroquial también necesita belleza.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_075,inspired_service,general,La constancia convierte lo pequeño en camino.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_076,inspired_service,general,Cada nombre anotado es una persona cuidada.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_077,inspired_service,general,No todo fruto se ve el mismo día.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_078,inspired_service,general,La paciencia también endulza.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_079,inspired_service,general,La sencillez es una forma de luz.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_080,inspired_service,general,La flor escondida no deja de ser flor.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_081,inspired_service,order_created,Que este pedido sea preparado con manos de paz.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_082,inspired_service,order_created,La cocina también puede ser lugar de oración.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_083,inspired_service,order_created,Cada caja puede decir: gracias por ayudar.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_084,inspired_service,delivery_registered,El servicio llega mejor cuando llega con sonrisa.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_085,inspired_service,delivery_registered,Que esta entrega abra una conversación buena.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_086,inspired_service,payment_registered,Un registro claro evita sombras y cuida la confianza.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_087,inspired_service,payment_registered,La misión también se protege con números ordenados.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_088,inspired_service,expense_registered,Comprar lo necesario también es elegir bien.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_089,inspired_service,expense_registered,"Menos ruido, más fruto.",Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_090,inspired_service,parish_delivery,Que esta pequeña recaudación sea semilla de obras buenas.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_091,inspired_service,parish_delivery,Flores de María también florece al entregar.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_092,inspired_service,home,Hoy no hace falta hacer todo: hace falta amar bien.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_093,inspired_service,home,La primera flor del día puede ser una oración breve.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_094,inspired_service,general,La belleza no reemplaza la caridad: la acompaña.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_095,inspired_service,general,Dios ve el amor que no entra en los reportes.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_096,inspired_service,general,Un gesto fiel puede sostener a muchos.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_097,inspired_service,general,La paz también se cultiva con pequeñas decisiones.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_098,inspired_service,general,Que cada acción sea limpia por dentro y por fuera.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_099,inspired_service,general,La alegría cristiana trabaja sin quejarse.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_100,inspired_service,general,Una comunidad se edifica con manos disponibles.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
inspired_101,inspired_service,general,Que esta flor sea para María y para la parroquia.,Inspirado,Frase original para Flores de María,,false,inspired,3,true,,"Frase devocional original, no atribuir a santos ni a la Biblia."
